SERVICETYPE,VEHICLETYPE,DEPARTURE_COUNTRY,DEPARTURE_ZIPCODE,ARRIVAL_COUNTRY,ARRIVAL_ZIPCODE,SHIPPING_DATE,GROSS_WEIGHT_KG,NET_WEIGHT_KG,VOLUME_M3,DECLARED_DISTANCE_KM,ACTUAL_DELIVERY_DATE,DELIVERY_TIME_HH,WDAY
3,0,IT,25062,IT,63076,2023-01-02 00:00:14,1.35,1.35,0.0,415.98,2023-01-12 00:00:14,240,0
3,0,IT,89020,IT,63076,2023-01-02 00:00:14,1.34,1.34,0.0,533.72,2023-01-12 00:00:14,240,0
3,2,US,10580,US,7008,2023-01-02 00:00:14,1.14,1.14,0.0,1158.73,2023-01-06 00:00:14,96,0
3,2,US,11101,US,7008,2023-01-02 00:00:14,1.13,1.13,0.0,1142.21,2023-01-04 00:00:14,48,0
0,2,US,77056,US,29585,2023-01-02 00:00:14,0.05,0.0,0.04,1599.28,2023-01-06 00:00:14,96,0
0,2,US,33154,US,10001,2023-01-02 00:00:14,0.66,0.0,0.01,1747.23,2023-01-07 00:00:14,120,0
3,0,IT,24127,IT,63076,2023-01-02 00:00:14,0.87,0.87,0.0,453.03,2023-01-05 00:00:14,72,0
0,2,US,92626,US,77479,2023-01-02 00:00:14,1.0,0.0,0.01,2153.93,2023-01-06 00:00:14,96,0
3,2,US,2482,US,7008,2023-01-02 00:00:14,1.99,1.99,0.0,2839.18,2023-01-11 00:00:14,216,0
3,0,IT,80122,IT,63076,2023-01-02 00:00:14,0.87,0.87,0.0,235.25,2023-01-05 00:00:14,72,0
0,2,US,90210,US,33131,2023-01-02 00:00:14,1.2,0.0,0.01,3774.31,2023-01-10 00:00:14,192,0
0,0,IT,90141,IT,33018,2023-01-02 00:00:14,2.0,0.0,0.04,932.7,2023-01-09 14:16:14,182,0
0,2,US,90210,US,6807,2023-01-02 00:00:14,1.52,0.0,0.01,2813.67,2023-01-10 00:00:14,192,0
0,1,IT,70121,IT,53043,2023-01-02 00:00:14,1.0,0.0,0.01,458.38,2023-01-04 00:00:14,48,0
0,2,US,92626,US,92130,2023-01-02 00:00:14,1.0,0.0,0.01,104.41,2023-01-04 00:00:14,48,0
0,2,US,75225,US,14750,2023-01-02 00:00:14,1.07,0.0,0.04,1846.18,2023-01-09 00:00:14,168,0
0,0,IT,24122,IT,57025,2023-01-02 00:00:14,0.45,0.0,0.01,315.85,2023-01-04 00:00:14,48,0
0,2,US,90210,US,33458,2023-01-02 00:00:14,1.0,0.0,0.01,3730.78,2023-01-10 00:00:14,192,0
0,2,US,10001,US,92037,2023-01-02 00:00:14,0.05,0.0,0.04,3910.66,2023-01-10 00:00:14,192,0
3,0,IT,6132,IT,63076,2023-01-02 00:00:14,1.12,1.12,0.0,122.49,2023-01-05 00:00:14,72,0
0,0,IT,9124,IT,31030,2023-01-02 00:00:14,1.0,0.0,0.01,765.52,2023-01-09 10:56:03,178,0
0,0,IT,9124,IT,5031,2023-01-02 00:00:14,1.0,0.0,0.01,484.65,2023-01-10 13:54:10,205,0
3,0,IT,43,IT,63076,2023-01-02 00:00:14,0.91,0.91,0.0,160.58,2023-01-05 00:00:14,72,0
3,0,IT,60011,IT,63076,2023-01-02 00:00:14,1.07,1.07,0.0,97.04,2023-01-04 00:00:14,48,0
0,2,US,89109,US,60625,2023-01-02 00:00:14,2.0,0.0,0.01,2447.83,2023-01-11 00:00:14,216,0
0,3,US,10022,US,11221,2023-01-02 00:00:14,1.07,0.0,0.09,8.21,2023-01-04 00:00:14,48,0
3,0,IT,89026,IT,63076,2023-01-02 00:00:14,0.53,0.53,0.0,524.36,2023-01-11 00:00:14,216,0
0,2,US,33154,US,32835,2023-01-03 00:00:14,2.84,0.0,0.04,321.77,2023-01-06 00:00:14,72,1
3,2,US,10128,US,7008,2023-01-03 00:00:14,0.74,0.74,0.0,1140.55,2023-01-06 00:00:14,72,1
0,2,US,98004,US,10019,2023-01-03 00:00:14,1.52,0.0,0.04,3854.77,2023-01-12 00:00:14,216,1
3,2,US,11223,US,7008,2023-01-03 00:00:14,1.09,1.09,0.0,1142.35,2023-01-04 00:00:14,24,1
0,0,IT,63076,IT,80121,2023-01-03 00:00:14,1.01,0.0,0.01,234.53,2023-01-04 00:00:14,24,1
0,0,IT,63076,IT,84010,2023-01-03 00:00:14,1.11,0.0,0.01,245.6,2023-01-05 12:09:33,60,1
0,0,IT,63076,IT,151,2023-01-03 00:00:14,1.3,0.0,0.01,163.74,2023-01-05 00:00:14,48,1
0,0,IT,63076,IT,80078,2023-01-03 00:00:14,1.82,0.0,0.01,234.89,2023-01-04 00:00:14,24,1
0,0,IT,63076,IT,25050,2023-01-03 00:00:14,1.17,0.0,0.01,420.54,2023-01-04 00:00:14,24,1
2,0,IT,63076,IT,6121,2023-01-03 08:30:59.153,92.06,82.36,0.89,119.25,2023-01-12 00:00:14,208,1
2,0,IT,63076,IT,24026,2023-01-03 08:30:59.153,8.26,7.36,0.18,448.7,2023-01-05 00:00:14,40,1
2,0,IT,63076,IT,26100,2023-01-03 08:30:59.153,9.02,7.65,0.18,393.08,2023-01-05 00:00:14,40,1
2,0,IT,63076,IT,86100,2023-01-03 08:30:59.153,11.46,10.37,0.11,166.04,2023-01-10 00:00:14,160,1
2,0,IT,63076,IT,5100,2023-01-03 08:30:59.153,12.38,10.94,0.12,105.22,2023-01-12 00:00:14,208,1
2,0,IT,63076,IT,46100,2023-01-03 08:30:59.153,33.6,30.56,0.23,348.76,2023-01-04 00:00:14,16,1
2,0,IT,63076,IT,70121,2023-01-03 08:30:59.153,8.2,7.3,0.2,321.49,2023-01-11 00:00:14,184,1
2,0,IT,63076,IT,74123,2023-01-03 08:30:59.153,12.74,11.64,0.11,390.98,2023-01-11 00:00:14,184,1
2,0,IT,63076,IT,47841,2023-01-03 08:30:59.153,11.48,10.0,0.23,146.13,2023-01-11 00:00:14,184,1
2,0,IT,63076,IT,30022,2023-01-03 08:30:59.153,23.4,21.25,0.17,322.32,2023-01-10 00:00:14,160,1
2,0,IT,63076,IT,25121,2023-01-03 08:30:59.153,171.48,154.42,1.52,409.28,2023-01-05 00:00:14,40,1
2,0,IT,63076,IT,35042,2023-01-03 08:30:59.153,16.18,14.68,0.15,310.27,2023-01-04 00:00:14,16,1
2,0,IT,63076,IT,46100,2023-01-03 08:30:59.153,43.9,39.59,0.37,348.76,2023-01-04 00:00:14,16,1
2,0,IT,63076,IT,61122,2023-01-03 08:30:59.153,15.98,14.79,0.12,132.82,2023-01-11 00:00:14,184,1
2,0,IT,63076,IT,21052,2023-01-03 08:30:59.153,15.42,14.19,0.11,497.12,2023-01-05 00:00:14,40,1
2,0,IT,63076,IT,185,2023-01-03 08:30:59.153,82.54,75.15,0.7,157.84,2023-01-12 00:00:14,208,1
2,0,IT,63076,IT,22100,2023-01-03 08:30:59.153,145.0,131.5,1.26,496.03,2023-01-05 00:00:14,40,1
2,0,IT,63076,IT,76011,2023-01-03 08:30:59.153,10.04,9.18,0.07,289.06,2023-01-11 00:00:14,184,1
2,0,IT,63076,IT,183,2023-01-03 08:30:59.153,17.12,15.77,0.14,159.03,2023-01-11 00:00:14,184,1
2,0,IT,63076,IT,30020,2023-01-03 08:30:59.153,416.1,383.75,4.62,318.67,2023-01-09 00:00:14,136,1
2,0,IT,63076,IT,26010,2023-01-03 08:30:59.153,148.08,135.47,1.31,426.2,2023-01-05 00:00:14,40,1
2,0,IT,63076,IT,23017,2023-01-03 08:30:59.153,15.48,14.13,0.14,492.18,2023-01-10 00:00:14,160,1
2,0,IT,63076,IT,12084,2023-01-03 08:30:59.153,10.86,9.91,0.08,511.01,2023-01-05 00:00:14,40,1
2,0,IT,63076,IT,71043,2023-01-03 08:30:59.153,29.94,27.02,0.27,224.16,2023-01-12 00:00:14,208,1
2,0,IT,63076,IT,22100,2023-01-03 08:30:59.153,19.24,17.19,0.25,496.03,2023-01-05 00:00:14,40,1
2,0,IT,63076,IT,1019,2023-01-03 08:30:59.153,69.02,63.0,0.56,160.27,2023-01-13 00:00:14,232,1
2,0,IT,63076,IT,48015,2023-01-03 08:30:59.153,31.32,28.84,0.27,191.38,2023-01-12 00:00:14,208,1
2,0,IT,63076,IT,24030,2023-01-03 08:30:59.153,26.5,23.42,0.29,459.96,2023-01-04 00:00:14,16,1
2,0,IT,63076,IT,4019,2023-01-03 08:30:59.153,39.8,35.82,0.36,187.76,2023-01-12 00:00:14,208,1
2,0,IT,63076,IT,46100,2023-01-03 08:30:59.153,34.38,31.19,0.25,348.76,2023-01-04 00:00:14,16,1
2,0,IT,63076,IT,13900,2023-01-03 08:30:59.153,31.54,28.61,0.27,546.04,2023-01-11 00:00:14,184,1
2,0,IT,63076,IT,20017,2023-01-03 08:30:59.153,53.38,49.19,0.43,480.32,2023-01-05 00:00:14,40,1
2,0,IT,63076,IT,25056,2023-01-03 08:30:59.153,25.86,23.43,0.3,454.94,2023-01-10 00:00:14,160,1
2,0,IT,63076,IT,39012,2023-01-03 08:30:59.153,54.3,49.22,0.55,467.04,2023-01-04 00:00:14,16,1
2,0,IT,63076,IT,5100,2023-01-03 08:30:59.153,6.68,6.11,0.05,105.22,2023-01-12 00:00:14,208,1
2,0,IT,63076,IT,46040,2023-01-03 08:30:59.153,16.06,14.87,0.12,372.79,2023-01-09 00:00:14,136,1
2,0,IT,63076,IT,22071,2023-01-03 08:30:59.153,11.4,10.2,0.09,493.05,2023-01-05 00:00:14,40,1
2,0,IT,63076,IT,27045,2023-01-03 08:30:59.153,12.8,11.7,0.11,443.1,2023-01-05 00:00:14,40,1
2,0,IT,63076,IT,39031,2023-01-03 08:30:59.153,1.14,0.77,0.02,456.58,2023-01-09 00:00:14,136,1
2,0,IT,63076,IT,5018,2023-01-03 08:30:59.153,3.42,3.02,0.08,142.97,2023-01-17 00:00:14,328,1
2,0,IT,63076,IT,70044,2023-01-03 08:30:59.153,99.0,89.3,0.97,352.76,2023-01-12 00:00:14,208,1
2,0,IT,63076,IT,22063,2023-01-03 08:30:59.153,17.26,15.99,0.15,488.51,2023-01-10 00:00:14,160,1
2,0,IT,63076,IT,20090,2023-01-03 08:30:59.153,58.8,54.45,0.46,468.43,2023-01-09 00:00:14,136,1
2,0,IT,63076,IT,39100,2023-01-03 08:30:59.153,100.26,90.95,0.74,443.63,2023-01-04 00:00:14,16,1
2,0,IT,63076,IT,33013,2023-01-03 08:30:59.153,11.26,10.31,0.08,377.95,2023-01-10 00:00:14,160,1
2,0,IT,63076,IT,19,2023-01-03 08:30:59.153,28.14,25.11,0.42,136.24,2023-01-12 00:00:14,208,1
2,0,IT,63076,IT,30124,2023-01-03 08:30:59.153,19.18,17.23,0.23,304.3,2023-01-10 00:00:14,160,1
2,0,IT,63076,IT,3039,2023-01-03 08:30:59.153,109.58,99.14,1.0,134.91,2023-01-13 00:00:14,232,1
2,0,IT,63076,IT,72015,2023-01-03 08:30:59.153,5.52,4.92,0.11,373.23,2023-01-11 00:00:14,184,1
2,0,IT,63076,IT,25020,2023-01-03 08:30:59.153,26.46,23.59,0.19,407.91,2023-01-05 00:00:14,40,1
2,0,IT,63076,IT,3100,2023-01-03 08:30:59.153,5.68,4.7,0.12,147.89,2023-01-12 00:00:14,208,1
2,0,IT,63076,IT,41043,2023-01-03 08:30:59.153,6.72,5.64,0.15,302.41,2023-01-05 00:00:14,40,1
2,0,IT,63076,IT,46100,2023-01-03 08:30:59.153,41.32,37.84,0.29,348.76,2023-01-04 00:00:14,16,1
2,0,IT,63076,IT,186,2023-01-03 08:30:59.153,23.04,20.71,0.26,159.16,2023-01-11 00:00:14,184,1
2,0,IT,63076,IT,43121,2023-01-03 08:30:59.153,12.5,11.55,0.08,349.7,2023-01-09 00:00:14,136,1
2,0,IT,63076,IT,24040,2023-01-03 08:30:59.153,14.52,13.37,0.12,451.17,2023-01-05 00:00:14,40,1
2,0,IT,63076,IT,55,2023-01-03 08:30:59.153,25.32,21.93,0.28,179.36,2023-01-11 00:00:14,184,1
2,0,IT,63076,IT,25087,2023-01-03 08:30:59.153,77.18,69.8,0.77,398.31,2023-01-05 00:00:14,40,1
2,0,IT,63076,IT,25020,2023-01-03 08:30:59.153,49.7,45.18,0.38,407.91,2023-01-05 00:00:14,40,1
2,0,IT,63076,IT,187,2023-01-03 08:30:59.153,34.68,30.89,0.75,158.28,2023-01-11 00:00:14,184,1
2,0,IT,63076,IT,73014,2023-01-03 08:30:59.153,13.06,11.76,0.14,471.19,2023-01-12 00:00:14,208,1
2,0,IT,63076,IT,186,2023-01-03 08:30:59.153,99.74,91.6,0.8,159.16,2023-01-12 00:00:14,208,1
2,0,IT,63076,IT,47521,2023-01-03 08:30:59.153,27.0,24.45,0.24,186.95,2023-01-11 00:00:14,184,1
2,0,IT,63076,IT,4019,2023-01-03 08:30:59.153,4.62,4.2,0.03,187.76,2023-01-12 00:00:14,208,1
2,0,IT,63076,IT,22100,2023-01-03 08:30:59.153,43.04,38.78,0.31,496.03,2023-01-05 00:00:14,40,1
2,0,IT,63076,IT,27050,2023-01-03 08:30:59.153,10.26,9.26,0.23,456.69,2023-01-09 00:00:14,136,1
2,0,IT,63076,IT,12100,2023-01-03 08:30:59.153,33.2,30.9,0.25,531.77,2023-01-09 00:00:14,136,1
2,0,IT,63076,IT,183,2023-01-03 08:30:59.153,17.94,15.86,0.18,159.03,2023-01-11 00:00:14,184,1
2,0,IT,63076,IT,26010,2023-01-03 08:30:59.153,15.68,14.53,0.13,426.2,2023-01-05 00:00:14,40,1
