Unnamed: 0,SERVICETYPE,VEHICLETYPE,DEPARTURE_COUNTRY,DEPARTURE_ZIPCODE,ARRIVAL_COUNTRY,ARRIVAL_ZIPCODE,SHIPPING_DATE,GROSS_WEIGHT_KG,NET_WEIGHT_KG,VOLUME_M3,DECLARED_DISTANCE_KM,ACTUAL_DELIVERY_DATE,DELIVERY_TIME_HH,WDAY
67,0,2,US,10001,US,90274,2023-01-01 00:00:14,5.07,0.0,0.04,3959.86,2023-01-10 00:00:14,216,6
68,0,2,US,10022,US,95008,2023-01-02 00:00:14,1.38,0.0,0.09,4111.92,2023-01-10 00:00:14,192,0
69,3,0,IT,96016,IT,63076,2023-01-02 00:00:14,0.52,0.52,0.0,635.08,2023-01-05 00:00:14,72,0
70,0,2,US,92626,US,10006,2023-01-02 00:00:14,2.0,0.0,0.0,3924.19,2023-01-10 00:00:14,192,0
71,3,2,US,7039,US,7008,2023-01-02 00:00:14,1.26,1.26,0.0,1895.16,2023-01-05 00:00:14,72,0
72,3,0,IT,95033,IT,63076,2023-01-02 00:00:14,1.15,1.15,0.0,593.31,2023-01-12 00:00:14,240,0
73,2,0,IT,63076,IT,24040,2023-01-03 00:00:14,14.92,13.77,0.12,451.17,2023-01-05 00:00:14,48,1
74,3,0,IT,27010,IT,63076,2023-01-02 00:00:14,0.31,0.31,0.0,456.31,2023-01-03 00:00:14,24,0
75,1,1,IT,20122,IT,63087,2023-01-02 08:56:05.397,4.0,3.9,0.0,436.71,2023-01-09 00:00:14,160,0
76,3,2,US,97229,US,7008,2023-01-02 00:00:14,1.33,1.33,0.0,2846.36,2023-01-10 00:00:14,192,0
77,0,0,IT,20090,IT,29029,2023-01-02 00:00:14,1.95,0.0,0.01,68.41,2023-01-03 00:00:14,24,0
78,0,0,IT,187,IT,16036,2023-01-02 00:00:14,2.0,0.0,0.01,385.51,2023-01-04 00:00:14,48,0
79,3,0,IT,96019,IT,63076,2023-01-02 00:00:14,0.29,0.29,0.0,685.67,2023-01-05 00:00:14,72,0
80,3,0,IT,80010,IT,63076,2023-01-02 00:00:14,0.82,0.82,0.0,224.52,2023-01-04 00:00:14,48,0
81,0,0,IT,50123,IT,80047,2023-01-02 00:00:14,2.0,0.0,0.01,422.9,2023-01-05 00:00:14,72,0
82,0,0,IT,70121,IT,88060,2023-01-02 00:00:14,1.0,0.0,0.01,277.21,2023-01-05 13:53:05,85,0
83,3,0,IT,58100,IT,63076,2023-01-02 00:00:14,0.86,0.86,0.0,222.36,2023-01-05 00:00:14,72,0
84,3,0,IT,80010,IT,63076,2023-01-02 00:00:14,1.05,1.05,0.0,224.52,2023-01-09 00:00:14,168,0
85,3,0,IT,95040,IT,63076,2023-01-02 00:00:14,0.31,0.31,0.0,610.59,2023-01-24 00:00:14,528,0
86,0,0,IT,70121,IT,90144,2023-01-02 00:00:14,1.0,0.0,0.01,449.41,2023-01-05 11:01:31,83,0
87,0,0,IT,187,IT,37063,2023-01-02 00:00:14,1.0,0.0,0.04,393.41,2023-01-03 10:56:39,34,0
88,3,0,IT,20864,IT,63076,2023-01-02 00:00:14,1.0,1.0,0.0,463.45,2023-01-04 00:00:14,48,0
89,3,0,IT,4011,IT,63076,2023-01-02 00:00:14,0.51,0.51,0.0,177.34,2023-01-04 00:00:14,48,0
90,3,0,IT,2044,IT,63076,2023-01-02 00:00:14,0.73,0.73,0.0,123.01,2023-01-09 00:00:14,168,0
91,0,0,IT,20121,IT,70032,2023-01-02 00:00:14,0.76,0.0,0.01,777.73,2023-01-05 13:20:14,85,0
92,0,1,IT,50123,IT,36,2023-01-02 00:00:14,1.19,0.0,0.01,253.78,2023-01-04 00:00:14,48,0
93,0,0,IT,50123,IT,81011,2023-01-02 00:00:14,1.17,0.0,0.01,371.57,2023-01-05 12:40:49,84,0
94,0,0,IT,20121,IT,8100,2023-01-02 00:00:14,0.48,0.0,0.01,573.16,2023-01-05 13:37:14,85,0
95,0,0,IT,20121,IT,71045,2023-01-02 00:00:14,2.2,0.0,0.01,700.3,2023-01-05 00:00:14,72,0
96,3,0,IT,21040,IT,63076,2023-01-02 00:00:14,0.87,0.87,0.0,487.85,2023-01-03 00:00:14,24,0
97,0,0,IT,37121,IT,20153,2023-01-02 00:00:14,1.63,0.0,0.01,148.96,2023-01-04 00:00:14,48,0
98,0,0,IT,20090,IT,89822,2023-01-02 00:00:14,2.1,0.0,0.01,967.16,2023-01-04 00:00:14,48,0
99,1,1,IT,50065,IT,58033,2023-01-02 13:37:46.583,6.2,6.1,0.0,98.64,2023-01-03 10:48:14,21,0
100,1,1,IT,50065,IT,43044,2023-01-02 13:40:59.217,21.0,20.0,0.0,146.23,2023-01-03 13:23:14,24,0
101,1,1,IT,50065,IT,47030,2023-01-02 13:42:50.91,18.0,17.799999,0.0,86.04,2023-01-03 11:15:14,22,0
102,0,1,IT,40124,IT,35015,2023-01-02 00:00:14,3.0,0.0,0.04,136.0,2023-01-04 00:00:14,48,0
103,3,0,IT,87036,IT,63076,2023-01-02 00:00:14,1.04,1.04,0.0,445.28,2023-01-05 00:00:14,72,0
104,1,1,IT,50065,IT,47030,2023-01-02 13:43:50.93,6.2,6.1,0.0,86.04,2023-01-03 11:15:14,22,0
105,1,1,IT,50065,IT,64020,2023-01-02 13:44:36.823,2.6,2.5,0.0,223.15,2023-01-03 11:00:14,22,0
106,1,1,IT,50065,IT,43044,2023-01-02 13:59:11.963,1.5,1.0,0.0,146.23,2023-01-04 09:44:14,44,0
107,1,1,IT,50065,IT,6011,2023-01-02 13:59:48.12,1.0,0.8,0.0,68.86,2023-01-03 13:12:14,24,0
108,3,0,IT,20135,IT,63076,2023-01-02 00:00:14,2.66,2.66,0.0,464.41,2023-01-04 00:00:14,48,0
109,1,1,IT,62029,IT,63821,2023-01-02 14:21:22.023,0.4,0.35,0.0,38.84,2023-01-09 00:00:14,154,0
110,1,1,IT,62029,IT,63812,2023-01-02 14:22:10.757,0.7,0.5,0.0,28.65,2023-01-03 00:00:14,10,0
111,1,1,IT,62029,IT,64011,2023-01-02 14:24:30.73,2.75,2.5,0.0,66.27,2023-01-03 00:00:14,10,0
112,1,1,IT,62029,IT,50068,2023-01-02 14:32:44.717,0.15,0.1,0.0,160.43,2023-01-04 14:55:14,48,0
113,1,1,IT,62029,IT,50058,2023-01-02 14:44:43.87,1.8,1.6,0.0,187.92,2023-01-04 12:15:14,46,0
114,1,1,IT,50065,IT,52027,2023-01-02 14:49:01.803,4.1,3.0,0.0364,24.19,2023-01-03 15:15:14,25,0
115,1,1,IT,62029,IT,56031,2023-01-02 14:52:15.603,132.0,122.0,1e-06,222.33,2023-01-09 09:47:14,163,0
116,1,1,IT,62029,IT,50055,2023-01-02 14:53:07.227,5.7,5.2,0.0,186.73,2023-01-03 11:14:14,21,0
117,3,0,IT,91011,IT,63076,2023-01-02 00:00:14,1.67,1.67,0.0,555.53,2023-01-05 00:00:14,72,0
118,3,0,IT,80070,IT,63076,2023-01-02 00:00:14,0.83,0.83,0.0,237.27,2023-01-04 00:00:14,48,0
119,3,2,US,10014,US,7008,2023-01-02 00:00:14,1.3,1.3,0.0,1137.01,2023-01-04 00:00:14,48,0
120,3,0,IT,87022,IT,63076,2023-01-02 00:00:14,0.05,0.05,0.0,417.9,2023-01-05 00:00:14,72,0
121,3,0,IT,6049,IT,63076,2023-01-02 00:00:14,1.37,1.37,0.0,91.61,2023-01-05 00:00:14,72,0
122,3,0,IT,80134,IT,63076,2023-01-02 00:00:14,0.72,0.72,0.0,233.55,2023-01-12 00:00:14,240,0
123,0,2,US,10065,US,33146,2023-01-02 00:00:14,1.0,0.0,0.01,1771.49,2023-01-06 00:00:14,96,0
124,0,4,US,10065,US,32963,2023-01-02 00:00:14,1.0,0.0,0.01,1569.84,2023-01-05 00:00:14,72,0
125,1,1,IT,63811,IT,10036,2023-01-02 15:53:44.497,7.0,6.0,0.1683,517.29,2023-01-04 12:00:14,45,0
126,1,1,IT,63811,IT,30020,2023-01-02 15:54:02.693,1.5,0.7,0.0,281.64,2023-01-04 10:51:14,43,0
127,1,1,IT,20122,IT,63811,2023-01-02 16:03:36.433,0.5,0.4,0.0,434.81,2023-01-03 00:00:14,8,0
128,1,1,IT,20122,IT,63811,2023-01-02 16:05:41.587,0.5,0.4,0.0,434.81,2023-01-03 00:00:14,8,0
129,0,2,US,10022,US,10075,2023-01-02 00:00:14,0.54,0.0,0.04,1.95,2023-01-04 00:00:14,48,0
130,0,2,US,10001,US,33149,2023-01-02 00:00:14,1.0,0.0,0.04,1768.65,2023-01-06 00:00:14,96,0
131,3,2,US,33483,US,7008,2023-01-02 00:00:14,1.43,1.43,0.0,1830.77,2023-01-09 00:00:14,168,0
132,0,2,US,10022,US,10013,2023-01-02 00:00:14,1.58,0.0,0.04,5.23,2023-01-04 00:00:14,48,0
133,3,0,IT,49377,IT,63076,2023-01-02 16:48:43.077,3.0,2.0,0.008,99.78,2023-01-09 00:00:14,152,0
134,0,2,US,2116,US,91205,2023-01-02 00:00:14,0.76,0.0,0.04,3096.39,2023-01-12 00:00:14,240,0
135,0,0,IT,16121,IT,95030,2023-01-02 00:00:14,0.53,0.0,0.0,918.46,2023-01-05 00:00:14,72,0
136,0,0,IT,187,IT,36015,2023-01-02 00:00:14,1.0,0.0,0.04,434.13,2023-01-05 11:08:25,83,0
137,0,2,US,10022,US,40503,2023-01-02 00:00:14,1.0,0.0,0.01,956.78,2023-01-05 00:00:14,72,0
138,3,0,IT,34151,IT,63076,2023-01-02 00:00:14,0.87,0.87,0.0,308.07,2023-01-05 00:00:14,72,0
139,3,0,IT,98124,IT,63076,2023-01-02 00:00:14,0.05,0.05,0.0,547.32,2023-01-11 00:00:14,216,0
140,3,0,IT,25062,IT,63076,2023-01-02 00:00:14,1.35,1.35,0.0,415.98,2023-01-12 00:00:14,240,0
141,3,0,IT,89020,IT,63076,2023-01-02 00:00:14,1.34,1.34,0.0,533.72,2023-01-12 00:00:14,240,0
142,3,2,US,10580,US,7008,2023-01-02 00:00:14,1.14,1.14,0.0,1158.73,2023-01-06 00:00:14,96,0
143,3,2,US,11101,US,7008,2023-01-02 00:00:14,1.13,1.13,0.0,1142.21,2023-01-04 00:00:14,48,0
144,0,2,US,77056,US,29585,2023-01-02 00:00:14,0.05,0.0,0.04,1599.28,2023-01-06 00:00:14,96,0
145,0,2,US,33154,US,10001,2023-01-02 00:00:14,0.66,0.0,0.01,1747.23,2023-01-07 00:00:14,120,0
146,3,0,IT,24127,IT,63076,2023-01-02 00:00:14,0.87,0.87,0.0,453.03,2023-01-05 00:00:14,72,0
147,0,2,US,92626,US,77479,2023-01-02 00:00:14,1.0,0.0,0.01,2153.93,2023-01-06 00:00:14,96,0
148,3,2,US,2482,US,7008,2023-01-02 00:00:14,1.99,1.99,0.0,2839.18,2023-01-11 00:00:14,216,0
149,3,0,IT,80122,IT,63076,2023-01-02 00:00:14,0.87,0.87,0.0,235.25,2023-01-05 00:00:14,72,0
150,0,2,US,90210,US,33131,2023-01-02 00:00:14,1.2,0.0,0.01,3774.31,2023-01-10 00:00:14,192,0
151,0,0,IT,90141,IT,33018,2023-01-02 00:00:14,2.0,0.0,0.04,932.7,2023-01-09 14:16:14,182,0
152,0,2,US,90210,US,6807,2023-01-02 00:00:14,1.52,0.0,0.01,2813.67,2023-01-10 00:00:14,192,0
153,0,1,IT,70121,IT,53043,2023-01-02 00:00:14,1.0,0.0,0.01,458.38,2023-01-04 00:00:14,48,0
154,0,2,US,92626,US,92130,2023-01-02 00:00:14,1.0,0.0,0.01,104.41,2023-01-04 00:00:14,48,0
155,0,2,US,75225,US,14750,2023-01-02 00:00:14,1.07,0.0,0.04,1846.18,2023-01-09 00:00:14,168,0
156,0,0,IT,24122,IT,57025,2023-01-02 00:00:14,0.45,0.0,0.01,315.85,2023-01-04 00:00:14,48,0
157,0,2,US,90210,US,33458,2023-01-02 00:00:14,1.0,0.0,0.01,3730.78,2023-01-10 00:00:14,192,0
158,0,2,US,10001,US,92037,2023-01-02 00:00:14,0.05,0.0,0.04,3910.66,2023-01-10 00:00:14,192,0
159,3,0,IT,6132,IT,63076,2023-01-02 00:00:14,1.12,1.12,0.0,122.49,2023-01-05 00:00:14,72,0
160,0,0,IT,9124,IT,31030,2023-01-02 00:00:14,1.0,0.0,0.01,765.52,2023-01-09 10:56:03,178,0
161,0,0,IT,9124,IT,5031,2023-01-02 00:00:14,1.0,0.0,0.01,484.65,2023-01-10 13:54:10,205,0
162,3,0,IT,43,IT,63076,2023-01-02 00:00:14,0.91,0.91,0.0,160.58,2023-01-05 00:00:14,72,0
163,3,0,IT,60011,IT,63076,2023-01-02 00:00:14,1.07,1.07,0.0,97.04,2023-01-04 00:00:14,48,0
164,0,2,US,89109,US,60625,2023-01-02 00:00:14,2.0,0.0,0.01,2447.83,2023-01-11 00:00:14,216,0
165,0,3,US,10022,US,11221,2023-01-02 00:00:14,1.07,0.0,0.09,8.21,2023-01-04 00:00:14,48,0
166,3,0,IT,89026,IT,63076,2023-01-02 00:00:14,0.53,0.53,0.0,524.36,2023-01-11 00:00:14,216,0
167,0,2,US,33154,US,32835,2023-01-03 00:00:14,2.84,0.0,0.04,321.77,2023-01-06 00:00:14,72,1
168,3,2,US,10128,US,7008,2023-01-03 00:00:14,0.74,0.74,0.0,1140.55,2023-01-06 00:00:14,72,1
169,0,2,US,98004,US,10019,2023-01-03 00:00:14,1.52,0.0,0.04,3854.77,2023-01-12 00:00:14,216,1
170,3,2,US,11223,US,7008,2023-01-03 00:00:14,1.09,1.09,0.0,1142.35,2023-01-04 00:00:14,24,1
171,0,0,IT,63076,IT,80121,2023-01-03 00:00:14,1.01,0.0,0.01,234.53,2023-01-04 00:00:14,24,1
172,0,0,IT,63076,IT,84010,2023-01-03 00:00:14,1.11,0.0,0.01,245.6,2023-01-05 12:09:33,60,1
173,0,0,IT,63076,IT,151,2023-01-03 00:00:14,1.3,0.0,0.01,163.74,2023-01-05 00:00:14,48,1
174,0,0,IT,63076,IT,80078,2023-01-03 00:00:14,1.82,0.0,0.01,234.89,2023-01-04 00:00:14,24,1
175,0,0,IT,63076,IT,25050,2023-01-03 00:00:14,1.17,0.0,0.01,420.54,2023-01-04 00:00:14,24,1
176,2,0,IT,63076,IT,6121,2023-01-03 08:30:59.153,92.06,82.36,0.89,119.25,2023-01-12 00:00:14,208,1
177,2,0,IT,63076,IT,24026,2023-01-03 08:30:59.153,8.26,7.36,0.18,448.7,2023-01-05 00:00:14,40,1
178,2,0,IT,63076,IT,26100,2023-01-03 08:30:59.153,9.02,7.65,0.18,393.08,2023-01-05 00:00:14,40,1
179,2,0,IT,63076,IT,86100,2023-01-03 08:30:59.153,11.46,10.37,0.11,166.04,2023-01-10 00:00:14,160,1
180,2,0,IT,63076,IT,5100,2023-01-03 08:30:59.153,12.38,10.94,0.12,105.22,2023-01-12 00:00:14,208,1
181,2,0,IT,63076,IT,46100,2023-01-03 08:30:59.153,33.6,30.56,0.23,348.76,2023-01-04 00:00:14,16,1
182,2,0,IT,63076,IT,70121,2023-01-03 08:30:59.153,8.2,7.3,0.2,321.49,2023-01-11 00:00:14,184,1
183,2,0,IT,63076,IT,74123,2023-01-03 08:30:59.153,12.74,11.64,0.11,390.98,2023-01-11 00:00:14,184,1
184,2,0,IT,63076,IT,47841,2023-01-03 08:30:59.153,11.48,10.0,0.23,146.13,2023-01-11 00:00:14,184,1
185,2,0,IT,63076,IT,30022,2023-01-03 08:30:59.153,23.4,21.25,0.17,322.32,2023-01-10 00:00:14,160,1
186,2,0,IT,63076,IT,25121,2023-01-03 08:30:59.153,171.48,154.42,1.52,409.28,2023-01-05 00:00:14,40,1
187,2,0,IT,63076,IT,35042,2023-01-03 08:30:59.153,16.18,14.68,0.15,310.27,2023-01-04 00:00:14,16,1
188,2,0,IT,63076,IT,46100,2023-01-03 08:30:59.153,43.9,39.59,0.37,348.76,2023-01-04 00:00:14,16,1
189,2,0,IT,63076,IT,61122,2023-01-03 08:30:59.153,15.98,14.79,0.12,132.82,2023-01-11 00:00:14,184,1
190,2,0,IT,63076,IT,21052,2023-01-03 08:30:59.153,15.42,14.19,0.11,497.12,2023-01-05 00:00:14,40,1
191,2,0,IT,63076,IT,185,2023-01-03 08:30:59.153,82.54,75.15,0.7,157.84,2023-01-12 00:00:14,208,1
192,2,0,IT,63076,IT,22100,2023-01-03 08:30:59.153,145.0,131.5,1.26,496.03,2023-01-05 00:00:14,40,1
193,2,0,IT,63076,IT,76011,2023-01-03 08:30:59.153,10.04,9.18,0.07,289.06,2023-01-11 00:00:14,184,1
194,2,0,IT,63076,IT,183,2023-01-03 08:30:59.153,17.12,15.77,0.14,159.03,2023-01-11 00:00:14,184,1
195,2,0,IT,63076,IT,30020,2023-01-03 08:30:59.153,416.1,383.75,4.62,318.67,2023-01-09 00:00:14,136,1
196,2,0,IT,63076,IT,26010,2023-01-03 08:30:59.153,148.08,135.47,1.31,426.2,2023-01-05 00:00:14,40,1
197,2,0,IT,63076,IT,23017,2023-01-03 08:30:59.153,15.48,14.13,0.14,492.18,2023-01-10 00:00:14,160,1
198,2,0,IT,63076,IT,12084,2023-01-03 08:30:59.153,10.86,9.91,0.08,511.01,2023-01-05 00:00:14,40,1
199,2,0,IT,63076,IT,71043,2023-01-03 08:30:59.153,29.94,27.02,0.27,224.16,2023-01-12 00:00:14,208,1
200,2,0,IT,63076,IT,22100,2023-01-03 08:30:59.153,19.24,17.19,0.25,496.03,2023-01-05 00:00:14,40,1
201,2,0,IT,63076,IT,1019,2023-01-03 08:30:59.153,69.02,63.0,0.56,160.27,2023-01-13 00:00:14,232,1
202,2,0,IT,63076,IT,48015,2023-01-03 08:30:59.153,31.32,28.84,0.27,191.38,2023-01-12 00:00:14,208,1
203,2,0,IT,63076,IT,24030,2023-01-03 08:30:59.153,26.5,23.42,0.29,459.96,2023-01-04 00:00:14,16,1
204,2,0,IT,63076,IT,4019,2023-01-03 08:30:59.153,39.8,35.82,0.36,187.76,2023-01-12 00:00:14,208,1
205,2,0,IT,63076,IT,46100,2023-01-03 08:30:59.153,34.38,31.19,0.25,348.76,2023-01-04 00:00:14,16,1
206,2,0,IT,63076,IT,13900,2023-01-03 08:30:59.153,31.54,28.61,0.27,546.04,2023-01-11 00:00:14,184,1
207,2,0,IT,63076,IT,20017,2023-01-03 08:30:59.153,53.38,49.19,0.43,480.32,2023-01-05 00:00:14,40,1
208,2,0,IT,63076,IT,25056,2023-01-03 08:30:59.153,25.86,23.43,0.3,454.94,2023-01-10 00:00:14,160,1
209,2,0,IT,63076,IT,39012,2023-01-03 08:30:59.153,54.3,49.22,0.55,467.04,2023-01-04 00:00:14,16,1
210,2,0,IT,63076,IT,5100,2023-01-03 08:30:59.153,6.68,6.11,0.05,105.22,2023-01-12 00:00:14,208,1
211,2,0,IT,63076,IT,46040,2023-01-03 08:30:59.153,16.06,14.87,0.12,372.79,2023-01-09 00:00:14,136,1
212,2,0,IT,63076,IT,22071,2023-01-03 08:30:59.153,11.4,10.2,0.09,493.05,2023-01-05 00:00:14,40,1
213,2,0,IT,63076,IT,27045,2023-01-03 08:30:59.153,12.8,11.7,0.11,443.1,2023-01-05 00:00:14,40,1
214,2,0,IT,63076,IT,39031,2023-01-03 08:30:59.153,1.14,0.77,0.02,456.58,2023-01-09 00:00:14,136,1
215,2,0,IT,63076,IT,5018,2023-01-03 08:30:59.153,3.42,3.02,0.08,142.97,2023-01-17 00:00:14,328,1
216,2,0,IT,63076,IT,70044,2023-01-03 08:30:59.153,99.0,89.3,0.97,352.76,2023-01-12 00:00:14,208,1
217,2,0,IT,63076,IT,22063,2023-01-03 08:30:59.153,17.26,15.99,0.15,488.51,2023-01-10 00:00:14,160,1
218,2,0,IT,63076,IT,20090,2023-01-03 08:30:59.153,58.8,54.45,0.46,468.43,2023-01-09 00:00:14,136,1
219,2,0,IT,63076,IT,39100,2023-01-03 08:30:59.153,100.26,90.95,0.74,443.63,2023-01-04 00:00:14,16,1
220,2,0,IT,63076,IT,33013,2023-01-03 08:30:59.153,11.26,10.31,0.08,377.95,2023-01-10 00:00:14,160,1
221,2,0,IT,63076,IT,19,2023-01-03 08:30:59.153,28.14,25.11,0.42,136.24,2023-01-12 00:00:14,208,1
222,2,0,IT,63076,IT,30124,2023-01-03 08:30:59.153,19.18,17.23,0.23,304.3,2023-01-10 00:00:14,160,1
223,2,0,IT,63076,IT,3039,2023-01-03 08:30:59.153,109.58,99.14,1.0,134.91,2023-01-13 00:00:14,232,1
224,2,0,IT,63076,IT,72015,2023-01-03 08:30:59.153,5.52,4.92,0.11,373.23,2023-01-11 00:00:14,184,1
225,2,0,IT,63076,IT,25020,2023-01-03 08:30:59.153,26.46,23.59,0.19,407.91,2023-01-05 00:00:14,40,1
226,2,0,IT,63076,IT,3100,2023-01-03 08:30:59.153,5.68,4.7,0.12,147.89,2023-01-12 00:00:14,208,1
227,2,0,IT,63076,IT,41043,2023-01-03 08:30:59.153,6.72,5.64,0.15,302.41,2023-01-05 00:00:14,40,1
228,2,0,IT,63076,IT,46100,2023-01-03 08:30:59.153,41.32,37.84,0.29,348.76,2023-01-04 00:00:14,16,1
229,2,0,IT,63076,IT,186,2023-01-03 08:30:59.153,23.04,20.71,0.26,159.16,2023-01-11 00:00:14,184,1
230,2,0,IT,63076,IT,43121,2023-01-03 08:30:59.153,12.5,11.55,0.08,349.7,2023-01-09 00:00:14,136,1
231,2,0,IT,63076,IT,24040,2023-01-03 08:30:59.153,14.52,13.37,0.12,451.17,2023-01-05 00:00:14,40,1
232,2,0,IT,63076,IT,55,2023-01-03 08:30:59.153,25.32,21.93,0.28,179.36,2023-01-11 00:00:14,184,1
233,2,0,IT,63076,IT,25087,2023-01-03 08:30:59.153,77.18,69.8,0.77,398.31,2023-01-05 00:00:14,40,1
234,2,0,IT,63076,IT,25020,2023-01-03 08:30:59.153,49.7,45.18,0.38,407.91,2023-01-05 00:00:14,40,1
235,2,0,IT,63076,IT,187,2023-01-03 08:30:59.153,34.68,30.89,0.75,158.28,2023-01-11 00:00:14,184,1
236,2,0,IT,63076,IT,73014,2023-01-03 08:30:59.153,13.06,11.76,0.14,471.19,2023-01-12 00:00:14,208,1
237,2,0,IT,63076,IT,186,2023-01-03 08:30:59.153,99.74,91.6,0.8,159.16,2023-01-12 00:00:14,208,1
238,2,0,IT,63076,IT,47521,2023-01-03 08:30:59.153,27.0,24.45,0.24,186.95,2023-01-11 00:00:14,184,1
